Id,ProjectNo,SectorCode,PmName,ProjectName,ClientName,ReportingMonth,IsNewProject,FieldDataJson,SystemRefJson,SystemOverrideJson,ChangedFieldsJson,FieldChangeLogJson,FieldNotesJson,Createuserid,Createtime,Updateuserid,Updatetime
1,D19001_E,S520,刘健,古雷炼化一体化项目EPC_设计部分,福建古雷石化有限公司,2026-07,0,"{""new_existing"":""旧项目"",""start_date"":""2019-03-01"",""end_date"":""2020-07-30"",""unit_code"":""S520"",""pm_name"":""刘健"",""project_no"":""D19001_E"",""project_name"":""古雷炼化一体化项目EPC_设计部分"",""client_name"":""福建古雷石化有限公司"",""enterprise_type"":""国企"",""industry"":""石油化工"",""business_type"":""EPC"",""signed"":""已签署"",""progress"":""已完成"",""prev_year_contract"":""8911687.53"",""adj_value"":"""",""total_contract"":""8911687.53"",""contract_excl_tax"":""8407252.39"",""contract_minus_invoice"":""0"",""contract_minus_completed"":""0"",""prev_year_completion"":""8911687.53"",""cum_completed"":""8911687.53"",""opening_backlog"":""0"",""current_completed"":""0"",""ytd_completed"":""0"",""tax_rate"":""0.06"",""ytd_completed_excl_tax"":""0"",""prev_year_invoice"":""8911687.53"",""ytd_invoice"":""0"",""cum_invoice"":""8911687.53"",""prev_year_payment"":""8911687.53"",""ytd_payment"":""0"",""cum_payment"":""8911687.53"",""wip_incl_tax"":""0"",""wip_excl_tax"":""0"",""ar_incl_advance"":""0"",""ar_for_collection"":""0"",""opening_ar"":""0"",""wip_pending_invoice"":""0"",""wip_cause"":"""",""cause_desc"":"""",""high_risk_wip"":"""",""opening_wip"":""0"",""wip_3mo_plus"":""0"",""wip_3mo_adjusted"":"""",""factor_analysis"":"""",""action_plan"":"""",""forecast_invoice_date"":"""",""mc_0"":"""",""mc_1"":"""",""mc_2"":"""",""mc_3"":"""",""mc_4"":"""",""mc_5"":"""",""mc_6"":"""",""mc_7"":"""",""mc_8"":"""",""mc_9"":"""",""mc_10"":"""",""mc_11"":"""",""mi_0"":"""",""mp_0"":"""",""mi_1"":"""",""mp_1"":"""",""mi_2"":"""",""mp_2"":"""",""mi_3"":"""",""mp_3"":"""",""mi_4"":"""",""mp_4"":"""",""mi_5"":"""",""mp_5"":"""",""mi_6"":"""",""mp_6"":"""",""mi_7"":"""",""mp_7"":"""",""mi_8"":"""",""mp_8"":"""",""mi_9"":"""",""mp_9"":"""",""mi_10"":"""",""mp_10"":"""",""mi_11"":"""",""mp_11"":""""}","{""syncedAt"":""2026-07-20T09:15:02"",""values"":{""mi_0"":null,""mp_0"":null,""mi_1"":null,""mp_1"":null,""mi_2"":null,""mp_2"":null,""mi_3"":null,""mp_3"":null,""mi_4"":null,""mp_4"":null,""mi_5"":null,""mp_5"":null,""mi_6"":null,""mp_6"":null}}",NULL,NULL,NULL,NULL,2,2026-07-20 09:15:02.260,2,2026-07-20 09:15:05.523
2,D19001_P,S520,刘健,古雷炼化一体化项目EPC_采购部分,福建古雷石化有限公司,2026-07,0,"{""new_existing"":""旧项目"",""start_date"":""2019-03-01"",""end_date"":""2020-07-30"",""unit_code"":""S520"",""pm_name"":""刘健"",""project_no"":""D19001_P"",""project_name"":""古雷炼化一体化项目EPC_采购部分"",""client_name"":""福建古雷石化有限公司"",""enterprise_type"":""国企"",""industry"":""石油化工"",""business_type"":""EPC"",""signed"":""已签署"",""progress"":""已完成"",""prev_year_contract"":""429203569.57"",""adj_value"":"""",""total_contract"":""429203569.57"",""contract_excl_tax"":""379826167.76"",""contract_minus_invoice"":""0"",""contract_minus_completed"":""0"",""prev_year_completion"":""429203569.57"",""cum_completed"":""429203569.57"",""opening_backlog"":""0"",""current_completed"":""0"",""ytd_completed"":""0"",""tax_rate"":""0.13"",""ytd_completed_excl_tax"":""0"",""prev_year_invoice"":""429203569.57"",""ytd_invoice"":""0"",""cum_invoice"":""429203569.57"",""prev_year_payment"":""429203569.57"",""ytd_payment"":""0"",""cum_payment"":""429203569.57"",""wip_incl_tax"":""0"",""wip_excl_tax"":""0"",""ar_incl_advance"":""0"",""ar_for_collection"":""0"",""opening_ar"":""0"",""wip_pending_invoice"":""0"",""wip_cause"":"""",""cause_desc"":"""",""high_risk_wip"":"""",""opening_wip"":""0"",""wip_3mo_plus"":""0"",""wip_3mo_adjusted"":"""",""factor_analysis"":"""",""action_plan"":"""",""forecast_invoice_date"":"""",""mc_0"":"""",""mc_1"":"""",""mc_2"":"""",""mc_3"":"""",""mc_4"":"""",""mc_5"":"""",""mc_6"":"""",""mc_7"":"""",""mc_8"":"""",""mc_9"":"""",""mc_10"":"""",""mc_11"":"""",""mi_0"":"""",""mp_0"":"""",""mi_1"":"""",""mp_1"":"""",""mi_2"":"""",""mp_2"":"""",""mi_3"":"""",""mp_3"":"""",""mi_4"":"""",""mp_4"":"""",""mi_5"":"""",""mp_5"":"""",""mi_6"":"""",""mp_6"":"""",""mi_7"":"""",""mp_7"":"""",""mi_8"":"""",""mp_8"":"""",""mi_9"":"""",""mp_9"":"""",""mi_10"":"""",""mp_10"":"""",""mi_11"":"""",""mp_11"":""""}","{""syncedAt"":""2026-07-20T09:15:02"",""values"":{""mi_0"":null,""mp_0"":null,""mi_1"":null,""mp_1"":null,""mi_2"":null,""mp_2"":null,""mi_3"":null,""mp_3"":null,""mi_4"":null,""mp_4"":null,""mi_5"":null,""mp_5"":null,""mi_6"":null,""mp_6"":null}}",NULL,NULL,NULL,NULL,2,2026-07-20 09:15:02.260,2,2026-07-20 09:15:05.523
3,D19001_C,S520,刘健,古雷炼化一体化项目EPC_施工部分,福建古雷石化有限公司,2026-07,0,"{""new_existing"":""旧项目"",""start_date"":""2019-03-01"",""end_date"":""2020-07-30"",""unit_code"":""S520"",""pm_name"":""刘健"",""project_no"":""D19001_C"",""project_name"":""古雷炼化一体化项目EPC_施工部分"",""client_name"":""福建古雷石化有限公司"",""enterprise_type"":""国企"",""industry"":""石油化工"",""business_type"":""EPC"",""signed"":""已签署"",""progress"":""已完成"",""prev_year_contract"":""520936750.11"",""adj_value"":""638284.38"",""total_contract"":""521575034.49"",""contract_excl_tax"":""478509205.95"",""contract_minus_invoice"":""0"",""contract_minus_completed"":""0"",""prev_year_completion"":""520936750.11"",""cum_completed"":""521575034.49"",""opening_backlog"":""0"",""current_completed"":""0"",""ytd_completed"":""638284.38"",""tax_rate"":""0.09"",""ytd_completed_excl_tax"":""585582"",""prev_year_invoice"":""521575034.49"",""ytd_invoice"":""0"",""cum_invoice"":""521575034.49"",""prev_year_payment"":""517664693.07"",""ytd_payment"":""3910341.42"",""cum_payment"":""521575034.49"",""wip_incl_tax"":""0"",""wip_excl_tax"":""0"",""ar_incl_advance"":""0"",""ar_for_collection"":""0"",""opening_ar"":""3910341.42000002"",""wip_pending_invoice"":""0"",""wip_cause"":"""",""cause_desc"":"""",""high_risk_wip"":"""",""opening_wip"":""0"",""wip_3mo_plus"":""0"",""wip_3mo_adjusted"":"""",""factor_analysis"":"""",""action_plan"":"""",""forecast_invoice_date"":"""",""mc_0"":"""",""mc_1"":""638284.38"",""mc_2"":"""",""mc_3"":"""",""mc_4"":"""",""mc_5"":"""",""mc_6"":"""",""mc_7"":"""",""mc_8"":"""",""mc_9"":"""",""mc_10"":"""",""mc_11"":"""",""mi_0"":"""",""mp_0"":""3910341.42"",""mi_1"":"""",""mp_1"":"""",""mi_2"":"""",""mp_2"":"""",""mi_3"":"""",""mp_3"":"""",""mi_4"":"""",""mp_4"":"""",""mi_5"":"""",""mp_5"":"""",""mi_6"":"""",""mp_6"":"""",""mi_7"":"""",""mp_7"":"""",""mi_8"":"""",""mp_8"":"""",""mi_9"":"""",""mp_9"":"""",""mi_10"":"""",""mp_10"":"""",""mi_11"":"""",""mp_11"":""""}","{""syncedAt"":""2026-07-20T09:15:02"",""values"":{""mi_0"":null,""mp_0"":null,""mi_1"":null,""mp_1"":null,""mi_2"":null,""mp_2"":null,""mi_3"":null,""mp_3"":null,""mi_4"":null,""mp_4"":null,""mi_5"":null,""mp_5"":null,""mi_6"":null,""mp_6"":null}}","{""mp_0"":{""at"":""2026-07-23T23:08:49"",""userId"":""2"",""userName"":""admin"",""delta"":-3910341.42}}",NULL,NULL,NULL,2,2026-07-20 09:15:02.260,2,2026-07-23 23:08:49.123
4,D20002_E,S520,高绪海,海南项目化工区工艺及热力管网等主项工程EPC_设计部分,中国石化海南炼油化工有限公司,2026-07,0,"{""new_existing"":""旧项目"",""start_date"":""2020-12-01"",""end_date"":""2021-12-31"",""unit_code"":""S520"",""pm_name"":""高绪海"",""project_no"":""D20002_E"",""project_name"":""海南项目化工区工艺及热力管网等主项工程EPC_设计部分"",""client_name"":""中国石化海南炼油化工有限公司"",""enterprise_type"":""国企"",""industry"":""石油化工"",""business_type"":""EPC"",""signed"":""已签署"",""progress"":""进行中"",""prev_year_contract"":""10132200"",""adj_value"":"""",""total_contract"":""10132200"",""contract_excl_tax"":""9558679.25"",""contract_minus_invoice"":""451984.699999999"",""contract_minus_completed"":""675600"",""prev_year_completion"":""9456600"",""cum_completed"":""9456600"",""opening_backlog"":""675600"",""current_completed"":""0"",""ytd_completed"":""0"",""tax_rate"":""0.06"",""ytd_completed_excl_tax"":""0"",""prev_year_invoice"":""9680215.3"",""ytd_invoice"":""0"",""cum_invoice"":""9680215.3"",""prev_year_payment"":""9680215.3"",""ytd_payment"":""0"",""cum_payment"":""9680215.3"",""wip_incl_tax"":""-223615.300000001"",""wip_excl_tax"":""-210957.83"",""ar_incl_advance"":""0"",""ar_for_collection"":""0"",""opening_ar"":""0"",""wip_pending_invoice"":""0"",""wip_cause"":"""",""cause_desc"":"""",""high_risk_wip"":"""",""opening_wip"":""0"",""wip_3mo_plus"":""0"",""wip_3mo_adjusted"":"""",""factor_analysis"":"""",""action_plan"":"""",""forecast_invoice_date"":"""",""mc_0"":"""",""mc_1"":"""",""mc_2"":"""",""mc_3"":"""",""mc_4"":"""",""mc_5"":"""",""mc_6"":"""",""mc_7"":"""",""mc_8"":"""",""mc_9"":"""",""mc_10"":"""",""mc_11"":"""",""mi_0"":"""",""mp_0"":"""",""mi_1"":"""",""mp_1"":"""",""mi_2"":"""",""mp_2"":"""",""mi_3"":"""",""mp_3"":"""",""mi_4"":"""",""mp_4"":"""",""mi_5"":"""",""mp_5"":"""",""mi_6"":"""",""mp_6"":"""",""mi_7"":"""",""mp_7"":"""",""mi_8"":"""",""mp_8"":"""",""mi_9"":"""",""mp_9"":"""",""mi_10"":"""",""mp_10"":"""",""mi_11"":"""",""mp_11"":""""}","{""syncedAt"":""2026-07-20T09:15:02"",""values"":{""mi_0"":null,""mp_0"":null,""mi_1"":null,""mp_1"":null,""mi_2"":null,""mp_2"":null,""mi_3"":null,""mp_3"":null,""mi_4"":null,""mp_4"":null,""mi_5"":null,""mp_5"":null,""mi_6"":null,""mp_6"":null}}",NULL,NULL,NULL,NULL,2,2026-07-20 09:15:02.260,2,2026-07-20 09:15:05.523
5,D20002_P,S520,高绪海,海南项目化工区工艺及热力管网等主项工程EPC_采购部分,中国石化海南炼油化工有限公司,2026-07,0,"{""new_existing"":""旧项目"",""start_date"":""2020-12-01"",""end_date"":""2021-12-31"",""unit_code"":""S520"",""pm_name"":""高绪海"",""project_no"":""D20002_P"",""project_name"":""海南项目化工区工艺及热力管网等主项工程EPC_采购部分"",""client_name"":""中国石化海南炼油化工有限公司"",""enterprise_type"":""国企"",""industry"":""石油化工"",""business_type"":""EPC"",""signed"":""已签署"",""progress"":""进行中"",""prev_year_contract"":""597165500"",""adj_value"":"""",""total_contract"":""597165500"",""contract_excl_tax"":""528465044.25"",""contract_minus_invoice"":""28236616.7000002"",""contract_minus_completed"":""5689100"",""prev_year_completion"":""591476400"",""cum_completed"":""591476400"",""opening_backlog"":""5689100"",""current_completed"":""0"",""ytd_completed"":""0"",""tax_rate"":""0.13"",""ytd_completed_excl_tax"":""0"",""prev_year_invoice"":""568928883.3"",""ytd_invoice"":""0"",""cum_invoice"":""568928883.3"",""prev_year_payment"":""568928883.3"",""ytd_payment"":""0"",""cum_payment"":""568928883.3"",""wip_incl_tax"":""22547516.7000002"",""wip_excl_tax"":""19953554.6"",""ar_incl_advance"":""0"",""ar_for_collection"":""0"",""opening_ar"":""0"",""wip_pending_invoice"":""22547516.7000002"",""wip_cause"":""C、总价合同未到付款节点所形成的WIP"",""cause_desc"":"""",""high_risk_wip"":""否"",""opening_wip"":""22547516.7000002"",""wip_3mo_plus"":""22547516.7000002"",""wip_3mo_adjusted"":"""",""factor_analysis"":"""",""action_plan"":"""",""forecast_invoice_date"":"""",""mc_0"":"""",""mc_1"":"""",""mc_2"":"""",""mc_3"":"""",""mc_4"":"""",""mc_5"":"""",""mc_6"":"""",""mc_7"":"""",""mc_8"":"""",""mc_9"":"""",""mc_10"":"""",""mc_11"":"""",""mi_0"":"""",""mp_0"":"""",""mi_1"":"""",""mp_1"":"""",""mi_2"":"""",""mp_2"":"""",""mi_3"":"""",""mp_3"":"""",""mi_4"":"""",""mp_4"":"""",""mi_5"":"""",""mp_5"":"""",""mi_6"":"""",""mp_6"":"""",""mi_7"":"""",""mp_7"":"""",""mi_8"":""32000000"",""mp_8"":"""",""mi_9"":"""",""mp_9"":"""",""mi_10"":"""",""mp_10"":""32000000"",""mi_11"":"""",""mp_11"":""""}","{""syncedAt"":""2026-07-20T09:15:02"",""values"":{""mi_0"":null,""mp_0"":null,""mi_1"":null,""mp_1"":null,""mi_2"":null,""mp_2"":null,""mi_3"":null,""mp_3"":null,""mi_4"":null,""mp_4"":null,""mi_5"":null,""mp_5"":null,""mi_6"":null,""mp_6"":null}}",NULL,NULL,NULL,NULL,2,2026-07-20 09:15:02.260,2,2026-07-20 09:15:05.523
6,D20002_C,S520,高绪海,海南项目化工区工艺及热力管网等主项工程EPC_施工部分,中国石化海南炼油化工有限公司,2026-07,0,"{""new_existing"":""旧项目"",""start_date"":""2020-12-01"",""end_date"":""2021-12-31"",""unit_code"":""S520"",""pm_name"":""高绪海"",""project_no"":""D20002_C"",""project_name"":""海南项目化工区工艺及热力管网等主项工程EPC_施工部分"",""client_name"":""中国石化海南炼油化工有限公司"",""enterprise_type"":""国企"",""industry"":""石油化工"",""business_type"":""EPC"",""signed"":""已签署"",""progress"":""进行中"",""prev_year_contract"":""285221300"",""adj_value"":"""",""total_contract"":""285221300"",""contract_excl_tax"":""261670917.43"",""contract_minus_invoice"":""700905.090000033"",""contract_minus_completed"":""4437554.02000004"",""prev_year_completion"":""280783745.98"",""cum_completed"":""280783745.98"",""opening_backlog"":""4437554.02000004"",""current_completed"":""0"",""ytd_completed"":""0"",""tax_rate"":""0.09"",""ytd_completed_excl_tax"":""0"",""prev_year_invoice"":""284520394.91"",""ytd_invoice"":""0"",""cum_invoice"":""284520394.91"",""prev_year_payment"":""284520394.91"",""ytd_payment"":""0"",""cum_payment"":""284520394.91"",""wip_incl_tax"":""-3736648.93000001"",""wip_excl_tax"":""-3428118.28"",""ar_incl_advance"":""0"",""ar_for_collection"":""0"",""opening_ar"":""0"",""wip_pending_invoice"":""0"",""wip_cause"":"""",""cause_desc"":"""",""high_risk_wip"":"""",""opening_wip"":""0"",""wip_3mo_plus"":""0"",""wip_3mo_adjusted"":"""",""factor_analysis"":"""",""action_plan"":"""",""forecast_invoice_date"":"""",""mc_0"":"""",""mc_1"":"""",""mc_2"":"""",""mc_3"":"""",""mc_4"":"""",""mc_5"":"""",""mc_6"":"""",""mc_7"":"""",""mc_8"":"""",""mc_9"":"""",""mc_10"":"""",""mc_11"":"""",""mi_0"":"""",""mp_0"":"""",""mi_1"":"""",""mp_1"":"""",""mi_2"":"""",""mp_2"":"""",""mi_3"":"""",""mp_3"":"""",""mi_4"":"""",""mp_4"":"""",""mi_5"":"""",""mp_5"":"""",""mi_6"":"""",""mp_6"":"""",""mi_7"":"""",""mp_7"":"""",""mi_8"":"""",""mp_8"":"""",""mi_9"":"""",""mp_9"":"""",""mi_10"":"""",""mp_10"":"""",""mi_11"":"""",""mp_11"":""""}","{""syncedAt"":""2026-07-20T09:15:02"",""values"":{""mi_0"":null,""mp_0"":null,""mi_1"":null,""mp_1"":null,""mi_2"":null,""mp_2"":null,""mi_3"":null,""mp_3"":null,""mi_4"":null,""mp_4"":null,""mi_5"":null,""mp_5"":null,""mi_6"":null,""mp_6"":null}}",NULL,NULL,NULL,NULL,2,2026-07-20 09:15:02.260,2,2026-07-20 09:15:05.523
7,D20002_M,S520,高绪海,海南项目化工区工艺及热力管网等主项工程EPC_其他部分,中国石化海南炼油化工有限公司,2026-07,0,"{""new_existing"":""旧项目"",""start_date"":""2020-12-01"",""end_date"":""2021-12-31"",""unit_code"":""S520"",""pm_name"":""高绪海"",""project_no"":""D20002_M"",""project_name"":""海南项目化工区工艺及热力管网等主项工程EPC_其他部分"",""client_name"":""中国石化海南炼油化工有限公司"",""enterprise_type"":""国企"",""industry"":""石油化工"",""business_type"":""EPC"",""signed"":""已签署"",""progress"":""已完成"",""prev_year_contract"":""7108300"",""adj_value"":"""",""total_contract"":""7108300"",""contract_excl_tax"":""6705943.4"",""contract_minus_invoice"":""813710.66"",""contract_minus_completed"":""0"",""prev_year_completion"":""7108300"",""cum_completed"":""7108300"",""opening_backlog"":""0"",""current_completed"":""0"",""ytd_completed"":""0"",""tax_rate"":""0.06"",""ytd_completed_excl_tax"":""0"",""prev_year_invoice"":""6294589.34"",""ytd_invoice"":""0"",""cum_invoice"":""6294589.34"",""prev_year_payment"":""6294589.34"",""ytd_payment"":""0"",""cum_payment"":""6294589.34"",""wip_incl_tax"":""813710.66"",""wip_excl_tax"":""767651.57"",""ar_incl_advance"":""0"",""ar_for_collection"":""0"",""opening_ar"":""0"",""wip_pending_invoice"":""813710.66"",""wip_cause"":""C、总价合同未到付款节点所形成的WIP"",""cause_desc"":"""",""high_risk_wip"":""否"",""opening_wip"":""813710.66"",""wip_3mo_plus"":""813710.66"",""wip_3mo_adjusted"":"""",""factor_analysis"":"""",""action_plan"":"""",""forecast_invoice_date"":"""",""mc_0"":"""",""mc_1"":"""",""mc_2"":"""",""mc_3"":"""",""mc_4"":"""",""mc_5"":"""",""mc_6"":"""",""mc_7"":"""",""mc_8"":"""",""mc_9"":"""",""mc_10"":"""",""mc_11"":"""",""mi_0"":"""",""mp_0"":"""",""mi_1"":"""",""mp_1"":"""",""mi_2"":"""",""mp_2"":"""",""mi_3"":"""",""mp_3"":"""",""mi_4"":"""",""mp_4"":"""",""mi_5"":"""",""mp_5"":"""",""mi_6"":"""",""mp_6"":"""",""mi_7"":"""",""mp_7"":"""",""mi_8"":"""",""mp_8"":"""",""mi_9"":"""",""mp_9"":"""",""mi_10"":"""",""mp_10"":"""",""mi_11"":"""",""mp_11"":""""}","{""syncedAt"":""2026-07-20T09:15:02"",""values"":{""mi_0"":null,""mp_0"":null,""mi_1"":null,""mp_1"":null,""mi_2"":null,""mp_2"":null,""mi_3"":null,""mp_3"":null,""mi_4"":null,""mp_4"":null,""mi_5"":null,""mp_5"":null,""mi_6"":null,""mp_6"":null}}",NULL,NULL,NULL,NULL,2,2026-07-20 09:15:02.260,2,2026-07-20 09:15:05.523
8,D21001_E,S520,窦如江,上海石化储运部T-121～124罐本质安全环保隐患治理项目EPC_设计部分,中国石化上海石油化工股份有限公司,2026-07,0,"{""new_existing"":""旧项目"",""start_date"":""2021-05-15"",""end_date"":""2023-12-31"",""unit_code"":""S520"",""pm_name"":""窦如江"",""project_no"":""D21001_E"",""project_name"":""上海石化储运部T-121～124罐本质安全环保隐患治理项目EPC_设计部分"",""client_name"":""中国石化上海石油化工股份有限公司"",""enterprise_type"":""国企"",""industry"":""石油化工"",""business_type"":""EPC"",""signed"":""已签署"",""progress"":""已完成"",""prev_year_contract"":""3274845"",""adj_value"":"""",""total_contract"":""3274845"",""contract_excl_tax"":""3089476.42"",""contract_minus_invoice"":""0"",""contract_minus_completed"":""0"",""prev_year_completion"":""3274845"",""cum_completed"":""3274845"",""opening_backlog"":""0"",""current_completed"":""0"",""ytd_completed"":""0"",""tax_rate"":""0.06"",""ytd_completed_excl_tax"":""0"",""prev_year_invoice"":""3274845"",""ytd_invoice"":""0"",""cum_invoice"":""3274845"",""prev_year_payment"":""2843700"",""ytd_payment"":""431145"",""cum_payment"":""3274845"",""wip_incl_tax"":""0"",""wip_excl_tax"":""0"",""ar_incl_advance"":""0"",""ar_for_collection"":""0"",""opening_ar"":""431145"",""wip_pending_invoice"":""0"",""wip_cause"":"""",""cause_desc"":"""",""high_risk_wip"":"""",""opening_wip"":""0"",""wip_3mo_plus"":""0"",""wip_3mo_adjusted"":"""",""factor_analysis"":"""",""action_plan"":"""",""forecast_invoice_date"":"""",""mc_0"":"""",""mc_1"":"""",""mc_2"":"""",""mc_3"":"""",""mc_4"":"""",""mc_5"":"""",""mc_6"":"""",""mc_7"":"""",""mc_8"":"""",""mc_9"":"""",""mc_10"":"""",""mc_11"":"""",""mi_0"":"""",""mp_0"":""431145"",""mi_1"":"""",""mp_1"":"""",""mi_2"":"""",""mp_2"":"""",""mi_3"":"""",""mp_3"":"""",""mi_4"":"""",""mp_4"":"""",""mi_5"":"""",""mp_5"":"""",""mi_6"":"""",""mp_6"":"""",""mi_7"":"""",""mp_7"":"""",""mi_8"":"""",""mp_8"":"""",""mi_9"":"""",""mp_9"":"""",""mi_10"":"""",""mp_10"":"""",""mi_11"":"""",""mp_11"":""""}","{""syncedAt"":""2026-07-20T09:15:02"",""values"":{""mi_0"":null,""mp_0"":null,""mi_1"":null,""mp_1"":null,""mi_2"":null,""mp_2"":null,""mi_3"":null,""mp_3"":null,""mi_4"":null,""mp_4"":null,""mi_5"":null,""mp_5"":null,""mi_6"":null,""mp_6"":null}}","{""mp_0"":{""at"":""2026-07-23T23:08:49"",""userId"":""2"",""userName"":""admin"",""delta"":-431145.0}}",NULL,NULL,NULL,2,2026-07-20 09:15:02.260,2,2026-07-23 23:08:49.123
9,D21001_P,S520,窦如江,上海石化储运部T-121～124罐本质安全环保隐患治理项目EPC_采购部分,中国石化上海石油化工股份有限公司,2026-07,0,"{""new_existing"":""旧项目"",""start_date"":""2021-05-15"",""end_date"":""2023-12-31"",""unit_code"":""S520"",""pm_name"":""窦如江"",""project_no"":""D21001_P"",""project_name"":""上海石化储运部T-121～124罐本质安全环保隐患治理项目EPC_采购部分"",""client_name"":""中国石化上海石油化工股份有限公司"",""enterprise_type"":""国企"",""industry"":""石油化工"",""business_type"":""EPC"",""signed"":""已签署"",""progress"":""已完成"",""prev_year_contract"":""76035086"",""adj_value"":"""",""total_contract"":""76035086"",""contract_excl_tax"":""67287686.73"",""contract_minus_invoice"":""0"",""contract_minus_completed"":""0"",""prev_year_completion"":""76035086"",""cum_completed"":""76035086"",""opening_backlog"":""0"",""current_completed"":""0"",""ytd_completed"":""0"",""tax_rate"":""0.13"",""ytd_completed_excl_tax"":""0"",""prev_year_invoice"":""76035086"",""ytd_invoice"":""0"",""cum_invoice"":""76035086"",""prev_year_payment"":""72391600"",""ytd_payment"":""3643486"",""cum_payment"":""76035086"",""wip_incl_tax"":""0"",""wip_excl_tax"":""0"",""ar_incl_advance"":""0"",""ar_for_collection"":""0"",""opening_ar"":""3643486"",""wip_pending_invoice"":""0"",""wip_cause"":"""",""cause_desc"":"""",""high_risk_wip"":"""",""opening_wip"":""0"",""wip_3mo_plus"":""0"",""wip_3mo_adjusted"":"""",""factor_analysis"":"""",""action_plan"":"""",""forecast_invoice_date"":"""",""mc_0"":"""",""mc_1"":"""",""mc_2"":"""",""mc_3"":"""",""mc_4"":"""",""mc_5"":"""",""mc_6"":"""",""mc_7"":"""",""mc_8"":"""",""mc_9"":"""",""mc_10"":"""",""mc_11"":"""",""mi_0"":"""",""mp_0"":""3643486"",""mi_1"":"""",""mp_1"":"""",""mi_2"":"""",""mp_2"":"""",""mi_3"":"""",""mp_3"":"""",""mi_4"":"""",""mp_4"":"""",""mi_5"":"""",""mp_5"":"""",""mi_6"":"""",""mp_6"":"""",""mi_7"":"""",""mp_7"":"""",""mi_8"":"""",""mp_8"":"""",""mi_9"":"""",""mp_9"":"""",""mi_10"":"""",""mp_10"":"""",""mi_11"":"""",""mp_11"":""""}","{""syncedAt"":""2026-07-20T09:15:02"",""values"":{""mi_0"":null,""mp_0"":null,""mi_1"":null,""mp_1"":null,""mi_2"":null,""mp_2"":null,""mi_3"":null,""mp_3"":null,""mi_4"":null,""mp_4"":null,""mi_5"":null,""mp_5"":null,""mi_6"":null,""mp_6"":null}}","{""mp_0"":{""at"":""2026-07-23T23:08:49"",""userId"":""2"",""userName"":""admin"",""delta"":-3643486.0}}",NULL,NULL,NULL,2,2026-07-20 09:15:02.260,2,2026-07-23 23:08:49.123
